0,1,2,3,4
26/01/2024,TURKISH GOBBLE (VIA APPLE,,£ 6.95,"£ -1,428.91"
,"PAY), ON 25-01-2024",,,
26/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,421.96"
,ON 25-01-2024,,,
26/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.65,"£ -1,417.71"
,ON 25-01-2024,,,
26/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.70,"£ -1,415.06"
,ON 25-01-2024,,,
25/01/2024,"MCDONALDS (VIA APPLE PAY), ON",,£ 8.17,"£ -1,413.36"
,24-01-2024,,,
25/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 4.95,"£ -1,405.19"
Date,Description,Money In,Money Out,Balance
25/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.95,"£ -1,400.24"
,24-01-2024,,,
25/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.59,"£ -1,397.29"
,"PAY), ON 24-01-2024",,,
25/01/2024,SQ *CAFE DE NATA - SOH (VIA,,£ 5.90,"£ -1,394.70"
,"APPLE PAY), ON 24-01-2024",,,
25/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,388.80"
,ON 24-01-2024,,,
24/01/2024,"WAITROSE 876 (VIA APPLE PAY),",,£ 3.70,"£ -1,384.55"
,ON 23-01-2024,,,
24/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 14.80,"£ -1,380.85"
,"PAY), ON 23-01-2024",,,
24/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.90,"£ -1,366.05"
,"PAY), ON 23-01-2024",,,
24/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,362.15"
,ON 23-01-2024,,,
23/01/2024,"WAITROSE 876 (VIA APPLE PAY),",,£ 6.60,"£ -1,357.90"
,ON 22-01-2024,,,
23/01/2024,BILL PAYMENT VIA FASTER,,£ 200.00,"£ -1,351.30"
,PAYMENT TO sadettin aygun,,,
,"REFERENCE aziz , MANDATE NO",,,
,50,,,
23/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 9.70,"£ -1,151.30"
,"PAY), ON 22-01-2024",,,
23/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.65,"£ -1,141.60"
,"PAY), ON 22-01-2024",,,
23/01/2024,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.40,"£ -1,137.95"
Date,Description,Money In,Money Out,Balance
22/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.70,"£ -1,134.55"
,ON 21-01-2024,,,
22/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,"£ -1,131.85"
,"PAY), ON 21-01-2024",,,
22/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.75,"£ -1,129.00"
,ON 21-01-2024,,,
22/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,126.25"
,ON 21-01-2024,,,
21/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 1.50,"£ -1,122.00"
,"PAY), ON 20-01-2024",,,
21/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 1.62,"£ -1,120.50"
,"PAY), ON 20-01-2024",,,
21/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,"£ -1,118.88"
,ON 20-01-2024,,,
21/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,116.93"
,ON 20-01-2024,,,
20/01/2024,MCDONALDS 420 (VIA APPLE,,£ 4.28,"£ -1,112.68"
,"PAY), ON 19-01-2024",,,
20/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.85,"£ -1,108.40"
,19-01-2024,,,
20/01/2024,CARD PAYMENT TO THREE ON,,£ 20.00,"£ -1,105.55"
,19-01-2024,,,
20/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 7.50,"£ -1,085.55"
,"PAY), ON 19-01-2024",,,
20/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,078.05"
,ON 19-01-2024,,,
19/01/2024,"THE BOHEMIA (VIA APPLE PAY),",,£ 11.90,"£ -1,073.80"
Date,Description,Money In,Money Out,Balance
19/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,"£ -1,061.90"
,"PAY), ON 18-01-2024",,,
19/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,"£ -1,059.05"
,ON 18-01-2024,,,
18/01/2024,TESCO STORES 2296 (VIA APPLE,,£ 10.00,"£ -1,054.80"
,"PAY), ON 17-01-2024",,,
18/01/2024,MCDONALDS 420 (VIA APPLE,,£ 2.78,"£ -1,044.80"
,"PAY), ON 17-01-2024",,,
18/01/2024,"ALDI 776-048 (VIA APPLE PAY), ON",,£ 2.98,"£ -1,042.02"
,17-01-2024,,,
18/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,"£ -1,039.04"
,17-01-2024,,,
18/01/2024,DICLE FOOD CENTRE (VIA APPLE,,£ 4.44,"£ -1,036.24"
,"PAY), ON 17-01-2024",,,
18/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 5.48,"£ -1,031.80"
,"PAY), ON 17-01-2024",,,
18/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.20,"£ -1,026.32"
,17-01-2024,,,
17/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 4.00,"£ -1,023.12"
,17-01-2024,,,
17/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.40,"£ -1,019.12"
,16-01-2024,,,
17/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,"£ -1,016.72"
,16-01-2024,,,
16/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 1.75,"£ -1,013.92"
,ON 15-01-2024,,,
16/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 4.00,"£ -1,012.17"
Date,Description,Money In,Money Out,Balance
16/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,"£ -1,008.17"
,15-01-2024,,,
16/01/2024,BOULANGERIE JOIE DE VI (VIA,,£ 3.50,"£ -1,005.37"
,"APPLE PAY), ON 15-01-2024",,,
15/01/2024,BILL PAYMENT TO emre uksul,,£ 40.00,"£ -1,001.87"
,REFERENCE books,,,
15/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 3.20,£ -961.87
,14-01-2024,,,
15/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -958.67
,"PAY), ON 14-01-2024",,,
15/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,£ -955.82
,ON 14-01-2024,,,
15/01/2024,BILL PAYMENT VIA FASTER,,£ 150.00,£ -951.57
,PAYMENT TO ONUR ALTUN,,,
,"REFERENCE HAIRCUT , MANDATE",,,
,NO 48,,,
14/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 9.90,£ -801.57
,ON 12-01-2024,,,
14/01/2024,BILL PAYMENT VIA FASTER,,£ 12.00,£ -791.67
,PAYMENT TO Onur Altun,,,
,"REFERENCE haircut , MANDATE",,,
,NO 48,,,
14/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 7.65,£ -779.67
,"PAY), ON 13-01-2024",,,
13/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 11.00,£ -772.02
,12-01-2024,,,
13/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.00,£ -761.02
,12-01-2024,,,
12/01/2024,,,£ 9.99,£ -758.02
Date,Description,Money In,Money Out,Balance
,"APPLE.COM/BILL (VIA APPLE PAY),",,,
,ON 11-01-2024,,,
12/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 4.78,£ -748.03
,"PAY), ON 11-01-2024",,,
12/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.30,£ -743.25
,11-01-2024,,,
11/01/2024,CARD PAYMENT TO REMITLY ON,,£ 217.99,£ -739.95
,11-01-2024,,,
11/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.80,£ -521.96
,ON 10-01-2024,,,
11/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 6.60,£ -518.16
,11-01-2024,,,
11/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,£ -511.56
,ON 10-01-2024,,,
11/01/2024,BILL PAYMENT VIA FASTER,,£ 2.00,£ -507.31
,PAYMENT TO ADNAN BAYHAN,,,
,"REFERENCE ref , MANDATE NO 47",,,
10/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -505.31
,"PAY), ON 09-01-2024",,,
10/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.65,£ -502.46
,ON 09-01-2024,,,
09/01/2024,CARD PAYMENT TO Resume.io ON,,£ 1.95,£ -499.81
,09-01-2024,,,
09/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.25,£ -497.86
,ON 09-01-2024,,,
09/01/2024,MEGA ORGANIX & COFFEE (VIA,,£ 3.20,£ -493.61
,"APPLE PAY), ON 08-01-2024",,,
09/01/2024,,,£ 4.70,£ -490.41
Date,Description,Money In,Money Out,Balance
,"TINTICO (VIA APPLE PAY), ON",,,
,08-01-2024,,,
09/01/2024,"TINTICO (VIA APPLE PAY), ON",,£ 3.30,£ -485.71
,08-01-2024,,,
08/01/2024,MEGA FOOD CENTRE (VIA APPLE,,£ 3.98,£ -482.41
,"PAY), ON 07-01-2024",,,
08/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 5.50,£ -478.43
,"PAY), ON 07-01-2024",,,
08/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -472.93
,ON 07-01-2024,,,
07/01/2024,"ALDI 776-048 (VIA APPLE PAY), ON",,£ 4.44,£ -469.13
,06-01-2024,,,
07/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 2.80,£ -464.69
,06-01-2024,,,
07/01/2024,IT S PITA TIME LTD (VIA APPLE,,£ 9.20,£ -461.89
,"PAY), ON 06-01-2024",,,
07/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -452.69
,"PAY), ON 06-01-2024",,,
07/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.20,£ -449.84
,ON 06-01-2024,,,
07/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -444.64
,ON 06-01-2024,,,
06/01/2024,BILL PAYMENT VIA FASTER,,£ 20.00,£ -440.84
,PAYMENT TO Phusit Maikhamwa,,,
,"REFERENCE gift , MANDATE NO 46",,,
06/01/2024,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 11.70,£ -420.84
,ON 05-01-2024,,,
06/01/2024,,,£ 10.00,£ -409.14
Date,Description,Money In,Money Out,Balance
,ZETTLE_*HOMEWORK WORKS,,,
,"(VIA APPLE PAY), ON 05-01-2024",,,
06/01/2024,"STARBUCKS (VIA APPLE PAY), ON",,£ 6.60,£ -399.14
,05-01-2024,,,
06/01/2024,"MM E&C LTD (VIA APPLE PAY), ON",,£ 12.80,£ -392.54
,05-01-2024,,,
06/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 8.65,£ -379.74
,"PAY), ON 05-01-2024",,,
06/01/2024,FASTER PAYMENTS RECEIPT,£ 6.00,,£ -371.09
,REF.BEER FROM K Aydin,,,
05/01/2024,BILL PAYMENT VIA FASTER,,£ 10.00,£ -377.09
,PAYMENT TO omer doganci,,,
,"REFERENCE rrr , MANDATE NO 45",,,
05/01/2024,FASTER PAYMENTS RECEIPT,£ 6.00,,£ -367.09
,REF.BEER FROM K Aydin,,,
04/01/2024,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.50,£ -373.09
,ON 03-01-2024,,,
03/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 3.33,£ -369.59
,"PAY), ON 02-01-2024",,,
03/01/2024,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -366.26
,ON 02-01-2024,,,
03/01/2024,CARD PAYMENT TO Nanou Donuts,,£ 2.50,£ -362.46
,ON 02-01-2024,,,
02/01/2024,MCDONALDS 420 (VIA APPLE,,£ 7.57,£ -359.96
,"PAY), ON 01-01-2024",,,
02/01/2024,TESCO STORES 2544 (VIA APPLE,,£ 6.50,£ -352.39
,"PAY), ON 01-01-2024",,,
01/01/2024,,,£ 1.20,£ -345.89
Date,Description,Money In,Money Out,Balance
,"BESPOKE CAFE (VIA APPLE PAY),",,,
,ON 31-12-2023,,,
31/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -344.69
,ON 30-12-2023,,,
31/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,£ -340.89
,ON 30-12-2023,,,
30/12/2023,MEGA FOOD CENTRE (VIA APPLE,,£ 2.98,£ -338.94
,"PAY), ON 29-12-2023",,,
30/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 1.34,£ -335.96
,"PAY), ON 29-12-2023",,,
30/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 5.50,£ -334.62
,"PAY), ON 29-12-2023",,,
30/12/2023,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.50,£ -329.12
,ON 29-12-2023,,,
30/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -325.62
,ON 29-12-2023,,,
29/12/2023,UBR* PENDING.UBER.COM (VIA,,£ 7.98,£ -321.82
,"APPLE PAY), ON 28-12-2023",,,
29/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.65,£ -313.84
,ON 28-12-2023,,,
29/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 9.20,£ -311.19
,"PAY), ON 28-12-2023",,,
29/12/2023,"NANOU DONUTS (VIA APPLE PAY),",,£ 3.50,£ -301.99
,ON 28-12-2023,,,
29/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ -298.49
,ON 28-12-2023,,,
29/12/2023,CARD PAYMENT TO APPLE.COM/,,£ 10.99,£ -294.69
Date,Description,Money In,Money Out,Balance
28/12/2023,"MCDONALDS (VIA APPLE PAY), ON",,£ 4.58,£ -283.70
,27-12-2023,,,
28/12/2023,CAREBROOK LTD (VIA APPLE,,£ 3.60,£ -279.12
,"PAY), ON 27-12-2023",,,
28/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 10.85,£ -275.52
,ON 27-12-2023,,,
28/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 2.85,£ -264.67
,"PAY), ON 27-12-2023",,,
28/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.75,£ -261.82
,ON 27-12-2023,,,
28/12/2023,BILL PAYMENT VIA FASTER,,£ 120.00,£ -256.07
,PAYMENT TO madalina buita,,,
,"REFERENCE gift , MANDATE NO 44",,,
27/12/2023,DICLE FOOD CENTRE (VIA APPLE,,£ 4.26,£ -136.07
,"PAY), ON 26-12-2023",,,
27/12/2023,ARRANGED OVERDRAFT,,£ 14.47,£ -131.81
,INTEREST,,,
27/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 3.90,£ -117.34
,"PAY), ON 26-12-2023",,,
27/12/2023,"BESPOKE CAFE (VIA APPLE PAY),",,£ 6.20,£ -113.44
,ON 26-12-2023,,,
27/12/2023,"BESPOKE CAFE (VIA APPLE PAY),",,£ 2.65,£ -107.24
,ON 26-12-2023,,,
26/12/2023,DICLE FOOD CENTRE (VIA APPLE,,£ 3.18,£ -104.59
,"PAY), ON 25-12-2023",,,
26/12/2023,"BESPOKE CAFE (VIA APPLE PAY),",,£ 3.10,£ -101.41
,ON 25-12-2023,,,
25/12/2023,,,£ 7.25,£ -98.31
Date,Description,Money In,Money Out,Balance
,DICLE FOOD CENTRE (VIA APPLE,,,
,"PAY), ON 24-12-2023",,,
25/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.75,£ -91.06
,ON 24-12-2023,,,
24/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 7.05,£ -85.31
,ON 23-12-2023,,,
24/12/2023,SAINSBURYS S/MKTS (VIA APPLE,,£ 4.40,£ -78.26
,"PAY), ON 23-12-2023",,,
24/12/2023,KFC EARLSFIELD (VIA APPLE,,£ 20.96,£ -73.86
,"PAY), ON 23-12-2023",,,
24/12/2023,SHELL BATTERSEA (VIA APPLE,,£ 1.90,£ -52.90
,"PAY), ON 23-12-2023",,,
23/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 5.30,£ -51.00
,ON 22-12-2023,,,
23/12/2023,DICLE FOOD CENTRE (VIA APPLE,,£ 4.98,£ -45.70
,"PAY), ON 22-12-2023",,,
23/12/2023,KURK CHICKEN BAR (VIA APPLE,,£ 9.89,£ -40.72
,"PAY), ON 22-12-2023",,,
23/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 2.50,£ -30.83
,ON 22-12-2023,,,
23/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 5.75,£ -28.33
,ON 22-12-2023,,,
23/12/2023,"APPLE.COM/BILL (VIA APPLE PAY),",,£ 7.99,£ -22.58
,ON 22-12-2023,,,
22/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 3.20,£ -14.59
,ON 21-12-2023,,,
22/12/2023,MARTIN MCCOLL (VIA APPLE,,£ 2.19,£ -11.39
Date,Description,Money In,Money Out,Balance
22/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 9.00,£ -9.20
,ON 21-12-2023,,,
22/12/2023,POST OFFICE COUNTER (VIA,,£ 4.40,£ -0.20
,"APPLE PAY), ON 21-12-2023",,,
22/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,£ 4.20
,ON 21-12-2023,,,
21/12/2023,CARD PAYMENT TO CAFFE NERO,,£ 6.15,£ 6.15
,15 CAMDEN J ON 20-12-2023,,,
21/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 8.10,£ 12.30
,ON 20-12-2023,,,
21/12/2023,CARD PAYMENT TO MIHIR KANTI,,£ 25.00,£ 20.40
,SARKAR ON 20-12-2023,,,
21/12/2023,NYA*WOMBATS LONDON LTD (VIA,,£ 1.00,£ 45.40
,"APPLE PAY), ON 20-12-2023",,,
21/12/2023,CARD PAYMENT TO BKG*HOTEL,,£ 117.00,£ 46.40
,AT BOOKING.C ON 20-12-2023,,,
21/12/2023,ZETTLE_*INSIDE SUCCESS (VIA,,£ 5.00,£ 163.40
,"APPLE PAY), ON 20-12-2023",,,
21/12/2023,ZETTLE_*GOURMET SAUSAG (VIA,,£ 24.00,£ 168.40
,"APPLE PAY), ON 20-12-2023",,,
21/12/2023,CARD PAYMENT TO SQ *HAYS ON,,£ 11.00,£ 192.40
,THE RIVER ON 20-12-2023,,,
20/12/2023,CARD PAYMENT TO Happy Bones,,£ 3.80,£ 203.40
,Coffee ON 20-12-2023,,,
20/12/2023,"TFL TRAVEL CH (VIA APPLE PAY),",,£ 5.90,£ 207.20
,ON 19-12-2023,,,
20/12/2023,LEICESTER SQUARE YOKOC (VIA,,£ 52.07,£ 213.10
Date,Description,Money In,Money Out,Balance
20/12/2023,CROWN & SCEPTRE (VIA APPLE,,£ 15.40,£ 265.17
,"PAY), ON 19-12-2023",,,
20/12/2023,UBR* PENDING.UBER.COM (VIA,,£ 19.92,£ 280.57
,"APPLE PAY), ON 19-12-2023",,,
20/12/2023,CARD PAYMENT TO TESCO,,£ 21.35,£ 300.49
,STORES 6668 ON 19-12-2023,,,
20/12/2023,CARD PAYMENT TO Dr Martens,,£ 177.50,£ 321.84
,Carnaby Str ON 19-12-2023,,,
20/12/2023,DINES* TSQ JOBLAKECAFE (VIA,,£ 13.00,£ 499.34
,"APPLE PAY), ON 19-12-2023",,,
20/12/2023,CARD PAYMENT TO LANGHAM,,£ 139.09,£ 512.34
,COURT HOTEL ON 19-12-2023,,,
19/12/2023,CARD PAYMENT TO THREE ON,,£ 20.00,£ 651.43
,18-12-2023,,,
19/12/2023,BROADWICK STREET LEON (VIA,,£ 10.98,£ 671.43
,"APPLE PAY), ON 18-12-2023",,,
19/12/2023,BOLT.EU/O/2312190102 (VIA,,£ 11.20,£ 682.41
,"APPLE PAY), ON 19-12-2023",,,
19/12/2023,CARD PAYMENT TO,,£ 20.00,£ 693.61
,MIP*VODAFONE TOPUP ON,,,
,18-12-2023,,,
19/12/2023,SIR SYDNEY SMITH (VIA APPLE,,£ 11.60,£ 713.61
,"PAY), ON 18-12-2023",,,
19/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 4.05,£ 725.21
,ON 18-12-2023,,,
19/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ 729.26
,ON 18-12-2023,,,
19/12/2023,,,£ 9.83,£ 733.06
Date,Description,Money In,Money Out,Balance
,SUPERDRUG STORES PLC (VIA,,,
,"APPLE PAY), ON 18-12-2023",,,
19/12/2023,TESCO STORES 2249 (VIA APPLE,,£ 5.15,£ 742.89
,"PAY), ON 18-12-2023",,,
19/12/2023,TESCO STORES 2249 (VIA APPLE,,£ 3.00,£ 748.04
,"PAY), ON 18-12-2023",,,
19/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 6.30,£ 751.04
,ON 18-12-2023,,,
18/12/2023,CASH PAID IN AT ATM FINCHLEY,£ 280.00,,£ 757.34
,"50 BL ,FINCHLEY",,,
17/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 1.95,£ 477.34
,ON 16-12-2023,,,
17/12/2023,"COSTA COFFEE (VIA APPLE PAY),",,£ 3.80,£ 479.29
,ON 16-12-2023,,,
16/12/2023,TESCO STORES 2544 (VIA APPLE,,£ 2.60,£ 483.09
,"PAY), ON 15-12-2023",,,
15/12/2023,CASH WITHDRAWAL AT,,£ 10.00,£ 485.69
,SANTANDER ATM FINCHLEY 50,,,
,"BL, FINCHLEY,10.00 GBP , ON",,,
,15-12-2023,,,
13/12/2023,Third party payment made via,,£ 200.00,£ 495.69
,Faster Payment to CDER Group Ltd,,,
,Reference OB4337017 Santande,,,
13/12/2023,WITHDRAWAL 200.00 CASH AT,,£ 200.00,£ 695.69
,FINCHLEY 50 BL,,,
13/12/2023,CASH PAID IN AT FINCHLEY 50 BL,"£ 2,385.00",,£ 895.69
12/12/2023,CASH PAID IN AT FINCHLEY 50 BL,£ 60.00,,"£ -1,489.31"
28/11/2023,,,£ 13.47,"£ -1,549.31"
Date,Description,Money In,Money Out,Balance
,ARRANGED OVERDRAFT,,,
,INTEREST,,,
27/10/2023,ARRANGED OVERDRAFT,,£ 14.01,"£ -1,535.84"
,INTEREST,,,
27/09/2023,CARD PAYMENT TO AMZN Mktp DE,,£ 11.08,"£ -1,521.83"
,ON 26-09-2023,,,
27/09/2023,ARRANGED OVERDRAFT,,£ 14.15,"£ -1,510.75"
,INTEREST,,,
27/09/2023,CARD PAYMENT TO AMZN Mktp,,£ 38.55,"£ -1,496.60"
